Support,Coordinates [m],,,Combination,Reactions,,,,,
SUP 20/#101,38.587,-35.368,0,21 (Final) STR11.19-1.353ξG+1.5Q+1.5ψ0S+1.5ψ0W+EHFDir2-,0.0153155759696765,-1.49688165485367,119.283311987397,0,0,0.000839948024594049
SUP 20/#101,38.587,-35.368,0,22 (Final) STR11.20-1.353ξG+1.5Q+1.5ψ0S+1.5ψ0W+EHFDir2-,0.0230863736657502,-1.29750583481781,124.056316228837,0,0,0.000430042889401944
SUP 20/#101,38.587,-35.368,0,23 (Final) STR11.21-1.353ξG+1.5Q+1.5ψ0S+1.5ψ0W+EHFDir1+,0.889008882371404,0.0423254803293499,172.762151280961,0,0,0.00263812960032271
SUP 20/#101,38.587,-35.368,0,24 (Final) STR11.22-1.353ξG+1.5Q+1.5ψ0S+1.5ψ0W+EHFDir1+,0.888744045912345,0.0394634288209583,168.718768772475,0,0,0.00262254390698004
SUP 20/#101,38.587,-35.368,0,25 (Final) STR11.23-1.353ξG+1.5Q+1.5ψ0S+1.5ψ0W+EHFDir1+,0.867348466651484,0.0642265604361839,161.090214550327,0,0,0.00367572553036312
SUP 20/#101,38.587,-35.368,0,26 (Final) STR11.24-1.353ξG+1.5Q+1.5ψ0S+1.5ψ0W+EHFDir1+,0.867083630191945,0.0613645089277848,157.046832041842,0,0,0.00366013983703821
SUP 20/#101,38.587,-35.368,0,27 (Final) STR11.25-1.353ξG+1.5Q+1.5ψ0S+1.5ψ0W+EHFDir1+,0.774241016475338,0.0535164975935717,161.693745838682,0,0,0.00275275065024074
SUP 20/#101,38.587,-35.368,0,28 (Final) STR11.26-1.353ξG+1.5Q+1.5ψ0S+1.5ψ0W+EHFDir2+,0.0294207211993916,2.11707549066073,158.426283663995,0,0,-0.00063845604634306
SUP 20/#101,38.587,-35.368,0,29 (Final) STR11.27-1.353ξG+1.5Q+1.5ψ0S+1.5ψ0W+EHFDir2+,0.0466832738408347,2.10830772944637,157.963505209103,0,0,-0.000857668761557217
SUP 20/#101,38.587,-35.368,0,30 (Final) STR11.28-1.353ξG+1.5Q+1.5ψ0S+1.5ψ0W+EHFDir2+,-0.000835037409135741,2.14759171674215,142.348557977657,0,0,0.000789198388584376
SUP 20/#101,38.587,-35.368,0,31 (Final) STR11.29-1.353ξG+1.5Q+1.5ψ0S+1.5ψ0W+EHFDir2+,0.016427515232307,2.13882395552778,141.885779522765,0,0,0.000569985673370219
SUP 20/#101,38.587,-35.368,0,32 (Final) STR11.30-1.353ξG+1.5Q+1.5ψ0S+1.5ψ0W+EHFDir2+,0.028182661676769,1.84133477266233,148.199227937579,0,0,3.59113444347983e-06
SUP 20/#101,38.587,-35.368,0,33 (Final) STR11.31-1.353ξG+1.5Q+1.5ψ0S+1.5ψ0W+EHFDir1-,-1.06492939280282,0.0388774380318376,171.922837237558,0,0,-0.00677648797309519
SUP 20/#101,38.587,-35.368,0,34 (Final) STR11.32-1.353ξG+1.5Q+1.5ψ0S+1.5ψ0W+EHFDir1-,-1.06476329992334,0.0383533564057892,166.921514538823,0,0,-0.00679507833260797
SUP 20/#101,38.587,-35.368,0,35 (Final) STR11.33-1.353ξG+1.5Q+1.5ψ0S+1.5ψ0W+EHFDir1-,-1.09475778138285,0.0691484644980279,155.844976667395,0,0,-0.00534734726281823
SUP 20/#101,38.587,-35.368,0,36 (Final) STR11.34-1.353ξG+1.5Q+1.5ψ0S+1.5ψ0W+EHFDir1-,-1.09459168850337,0.0686243828719803,150.84365396866,0,0,-0.00536593762233102
SUP 20/#101,38.587,-35.368,0,37 (Final) STR11.35-1.353ξG+1.5Q+1.5ψ0S+1.5ψ0W+EHFDir1-,-0.944781259959935,0.0557640011460629,157.307852230247,0,0,-0.00515421220432227
SUP 20/#101,38.587,-35.368,0,38 (Final) STR11.36-1.353ξG+1.5Q+1.5ψ0S+1.5ψ0W+EHFDir2-,0.0361109374176385,-1.51583455543239,162.849716557127,0,0,-0.000307287799660763
SUP 20/#101,38.587,-35.368,0,39 (Final) STR11.37-1.353ξG+1.5Q+1.5ψ0S+1.5ψ0W+EHFDir2-,0.0437914752913649,-1.51375192717039,162.65212572468,0,0,-0.000435458997036604
SUP 20/#101,38.587,-35.368,0,40 (Final) STR11.38-1.353ξG+1.5Q+1.5ψ0S+1.5ψ0W+EHFDir2-,0.0144489716102925,-1.49373240203894,151.177751588068,0,0,0.000730535369783221
SUP 20/#101,38.587,-35.368,0,41 (Final) STR11.39-1.353ξG+1.5Q+1.5ψ0S+1.5ψ0W+EHFDir2-,0.0221295093821541,-1.49164977371337,150.980160756262,0,0,0.000602364173528756
SUP 20/#101,38.587,-35.368,0,42 (Final) STR11.40-1.353ξG+1.5Q+1.5ψ0S+1.5ψ0W+EHFDir2-,0.0299003070782278,-1.29227395367752,155.753164997701,0,0,0.000192459038336651
SUP 20/#101,38.587,-35.368,0,43 (Final) STR13.1-1.353ξG+1.5ψ0Q+1.5ψ0S+1.5W+EHFDir1+,1.33024828922096,0.0218351695851464,139.085102681207,0,0,0.00459055618338744
SUP 20/#101,38.587,-35.368,0,44 (Final) STR13.2-1.353ξG+1.5ψ0Q+1.5ψ0S+1.5W+EHFDir1+,1.32980689512253,0.017065083737827,132.346131833732,0,0,0.00456458002781633
SUP 20/#101,38.587,-35.368,0,45 (Final) STR13.3-1.353ξG+1.5ψ0Q+1.5ψ0S+1.5W+EHFDir1+,1.29414759635443,0.0583369697632031,119.631874796818,0,0,0.00631988273345479
SUP 20/#101,38.587,-35.368,0,46 (Final) STR13.4-1.353ξG+1.5ψ0Q+1.5ψ0S+1.5W+EHFDir1+,1.2937062022552,0.0535668839158711,112.892903949343,0,0,0.00629390657791327
SUP 20/#101,38.587,-35.368,0,47 (Final) STR13.5-1.353ξG+1.5ψ0Q+1.5ψ0S+1.5W+EHFDir1+,1.13896851272752,0.040486865025516,120.63776027741,0,0,0.00478159126658416
SUP 20/#101,38.587,-35.368,0,48 (Final) STR13.6-1.353ξG+1.5ψ0Q+1.5ψ0S+1.5W+EHFDir2+,0.0315304218641542,3.35043201793484,115.125791823823,0,0,-0.000697295560280914
SUP 20/#101,38.587,-35.368,0,49 (Final) STR13.7-1.353ξG+1.5ψ0Q+1.5ψ0S+1.5W+EHFDir2+,0.060301342933226,3.33581908257757,114.354494399003,0,0,-0.00106265008563784
SUP 20/#101,38.587,-35.368,0,50 (Final) STR13.8-1.353ξG+1.5ψ0Q+1.5ψ0S+1.5W+EHFDir2+,-0.0188958424833915,3.40129239473721,88.3295823465928,0,0,0.00168212849793148
SUP 20/#101,38.587,-35.368,0,51 (Final) STR13.9-1.353ξG+1.5ψ0Q+1.5ψ0S+1.5W+EHFDir2+,0.00987507858567971,3.38667945937993,87.5582849217728,0,0,0.00131677397257455
SUP 20/#101,38.587,-35.368,0,52 (Final) STR13.10-1.353ξG+1.5ψ0Q+1.5ψ0S+1.5W+EHFDir2+,0.0294669893264498,2.89086415460418,98.0806989464638,0,0,0.00037278307436332
SUP 20/#101,38.587,-35.368,0,53 (Final) STR13.11-1.353ξG+1.5ψ0Q+1.5ψ0S+1.5W+EHFDir1-,-1.6623389360948,0.0056324526737176,137.810873354938,0,0,-0.0107139077161776
SUP 20/#101,38.587,-35.368,0,54 (Final) STR13.12-1.353ξG+1.5ψ0Q+1.5ψ0S+1.5W+EHFDir1-,-1.66206211462901,0.00475898329697023,129.475335523714,0,0,-0.0107448916486989
SUP 20/#101,38.587,-35.368,0,55 (Final) STR13.13-1.353ξG+1.5ψ0Q+1.5ψ0S+1.5W+EHFDir1-,-1.71205291706151,0.0560841634507015,111.014439071333,0,0,-0.00833200653238266
SUP 20/#101,38.587,-35.368,0,56 (Final) STR13.14-1.353ξG+1.5ψ0Q+1.5ψ0S+1.5W+EHFDir1-,-1.71177609559572,0.0552106940739555,102.678901240109,0,0,-0.00836299046490397
SUP 20/#101,38.587,-35.368,0,57 (Final) STR13.15-1.353ξG+1.5ψ0Q+1.5ψ0S+1.5W+EHFDir1-,-1.46209204802333,0.0337767245307598,113.45256500942,0,0,-0.00801011476822272
SUP 20/#101,38.587,-35.368,0,58 (Final) STR13.16-1.353ξG+1.5ψ0Q+1.5ψ0S+1.5W+EHFDir2-,0.0387992130094159,-2.45623436756405,122.755203716661,0,0,-0.000105031761228137
SUP 20/#101,38.587,-35.368,0,59 (Final) STR13.17-1.353ξG+1.5ψ0Q+1.5ψ0S+1.5W+EHFDir2-,0.0516001094656266,-2.45276332046073,122.425885662584,0,0,-0.000318650423521204
SUP 20/#101,38.587,-35.368,0,60 (Final) STR13.18-1.353ξG+1.5ψ0Q+1.5ψ0S+1.5W+EHFDir2-,0.00269593666383935,-2.41939744524165,103.301928768229,0,0,0.0016246735211785
SUP 20/#101,38.587,-35.368,0,61 (Final) STR13.19-1.353ξG+1.5ψ0Q+1.5ψ0S+1.5W+EHFDir2-,0.0154968329502753,-2.41592639803237,102.972610715219,0,0,0.00141105486075439
SUP 20/#101,38.587,-35.368,0,62 (Final) STR13.20-1.353ξG+1.5ψ0Q+1.5ψ0S+1.5W+EHFDir2-,0.0284481624437314,-2.08363336463927,110.927617784285,0,0,0.00072787963543422
SUP 20/#101,38.587,-35.368,0,63 (Final) STR13.21-1.353ξG+1.5ψ0Q+1.5ψ0S+1.5W+EHFDir1+,1.34584449613079,0.033123820024036,170.799120841416,0,0,0.00432244872019694
SUP 20/#101,38.587,-35.368,0,64 (Final) STR13.22-1.353ξG+1.5ψ0Q+1.5ψ0S+1.5W+EHFDir1+,1.34540310203236,0.0283537341767167,164.060149993941,0,0,0.00429647256462583
SUP 20/#101,38.587,-35.368,0,65 (Final) STR13.23-1.353ξG+1.5ψ0Q+1.5ψ0S+1.5W+EHFDir1+,1.30974380326426,0.0696256202020927,151.345892957027,0,0,0.00605177527026429
SUP 20/#101,38.587,-35.368,0,66 (Final) STR13.24-1.353ξG+1.5ψ0Q+1.5ψ0S+1.5W+EHFDir1+,1.30930240916503,0.0648555343547608,144.606922109552,0,0,0.00602579911472277
SUP 20/#101,38.587,-35.368,0,67 (Final) STR13.25-1.353ξG+1.5ψ0Q+1.5ψ0S+1.5W+EHFDir1+,1.15456471963735,0.0517755154644056,152.351778437618,0,0,0.00451348380339366
SUP 20/#101,38.587,-35.368,0,68 (Final) STR13.26-1.353ξG+1.5ψ0Q+1.5ψ0S+1.5W+EHFDir2+,0.0344718437871801,3.37085699347577,146.841884704842,0,0,-0.00088272571518126
SUP 20/#101,38.587,-35.368,0,69 (Final) STR13.27-1.353ξG+1.5ψ0Q+1.5ψ0S+1.5W+EHFDir2+,0.0632427648562519,3.35624405811851,146.070587280022,0,0,-0.00124808024053819
SUP 20/#101,38.587,-35.368,0,70 (Final) STR13.28-1.353ξG+1.5ψ0Q+1.5ψ0S+1.5W+EHFDir2+,-0.0159544205603656,3.42171737027815,120.045675227612,0,0,0.00149669834303113
SUP 20/#101,38.587,-35.368,0,71 (Final) STR13.29-1.353ξG+1.5ψ0Q+1.5ψ0S+1.5W+EHFDir2+,0.0128165005087056,3.40710443492086,119.274377802792,0,0,0.0011313438176742
SUP 20/#101,38.587,-35.368,0,72 (Final) STR13.30-1.353ξG+1.5ψ0Q+1.5ψ0S+1.5W+EHFDir2+,0.0324084112494757,2.91128913014512,129.796791827483,0,0,0.000187352919462974
SUP 20/#101,38.587,-35.368,0,73 (Final) STR13.31-1.353ξG+1.5ψ0Q+1.5ψ0S+1.5W+EHFDir1-,-1.66817978766913,0.0200006589160608,169.509796844613,0,0,-0.0108688142589527
SUP 20/#101,38.587,-35.368,0,74 (Final) STR13.32-1.353ξG+1.5ψ0Q+1.5ψ0S+1.5W+EHFDir1-,-1.66790296620334,0.0191271895393134,161.174259013389,0,0,-0.010899798191474
SUP 20/#101,38.587,-35.368,0,75 (Final) STR13.33-1.353ξG+1.5ψ0Q+1.5ψ0S+1.5W+EHFDir1-,-1.71789376863584,0.0704523696930447,142.713362561008,0,0,-0.0084869130751578
SUP 20/#101,38.587,-35.368,0,76 (Final) STR13.34-1.353ξG+1.5ψ0Q+1.5ψ0S+1.5W+EHFDir1-,-1.71761694717005,0.0695789003162987,134.377824729784,0,0,-0.00851789700767911
SUP 20/#101,38.587,-35.368,0,77 (Final) STR13.35-1.353ξG+1.5ψ0Q+1.5ψ0S+1.5W+EHFDir1-,-1.46793289959765,0.048144930773103,145.151488499095,0,0,-0.00816502131099786
SUP 20/#101,38.587,-35.368,0,78 (Final) STR13.36-1.353ξG+1.5ψ0Q+1.5ψ0S+1.5W+EHFDir2-,0.0456131464218935,-2.45100248642376,154.452052485526,0,0,-0.00034261561229343
SUP 20/#101,38.587,-35.368,0,79 (Final) STR13.37-1.353ξG+1.5ψ0Q+1.5ψ0S+1.5W+EHFDir2-,0.0584140428781041,-2.44753143932043,154.122734431448,0,0,-0.000556234274586498
SUP 20/#101,38.587,-35.368,0,80 (Final) STR13.38-1.353ξG+1.5ψ0Q+1.5ψ0S+1.5W+EHFDir2-,0.0095098700763169,-2.41416556410135,134.998777537093,0,0,0.00138708967011321
SUP 20/#101,38.587,-35.368,0,81 (Final) STR13.39-1.353ξG+1.5ψ0Q+1.5ψ0S+1.5W+EHFDir2-,0.0223107663627528,-2.41069451689207,134.669459484084,0,0,0.0011734710096891
SUP 20/#101,38.587,-35.368,0,82 (Final) STR13.40-1.353ξG+1.5ψ0Q+1.5ψ0S+1.5W+EHFDir2-,0.0352620958562089,-2.07840148349898,142.624466553149,0,0,0.000490295784368926
SUP 20/#101,38.587,-35.368,0,83 1.15G + 1.5(0.6)W0-1 + 1.5 S,0.712525096125847,0.0625324492288557,213.252151405722,0,0,0.00215958041761237
SUP 20/#101,38.587,-35.368,0,84 1.15G + 1.5(0.6)W0-2 + 1.5 S,0.712260259666788,0.0596703977204641,209.208768897237,0,0,0.0021439947242697
SUP 20/#101,38.587,-35.368,0,85 1.15G + 1.5(0.6)W90-1 + 1.5 S,0.0348483593684486,1.9570071939094,198.82009862631,0,0,-0.000733302765456278
SUP 20/#101,38.587,-35.368,0,86 1.15G + 1.5(0.6)W90-2 + 1.5 S,0.0521109120098917,1.94823943269504,198.357320171418,0,0,-0.000952515480670434
SUP 20/#101,38.587,-35.368,0,87 1.15G + 1.5(0.6)W180-1 + 1.5 S,-0.877603916812696,0.0480197710131613,212.577136475621,0,0,-0.00650538769098528
SUP 20/#101,38.587,-35.368,0,88 1.15G + 1.5(0.6)W180-2 + 1.5 S,-0.877437823933221,0.0474956893871129,207.575813776887,0,0,-0.00652397805049807
SUP 20/#101,38.587,-35.368,0,89 1.15G + 1.5(0.6)W270-1 + 1.5 S,0.0415249889931485,-1.32641695680023,203.600200957637,0,0,-0.000419889981147979
SUP 20/#101,38.587,-35.368,0,90 1.15G + 1.5(0.6)W270-2 + 1.5 S,0.0492055268668748,-1.32433432853824,203.40261012519,0,0,-0.000548061178523819
SUP 20/#101,38.587,-35.368,0,91 1.15G + 1.5S,0.027271675486766,0.0763349396868265,216.196697065039,0,0,-0.000366898262198978
SUP 20/#101,38.587,-35.368,0,92 1.5(0.6)W0-1 + 1.5 S,0.703322903546693,0.035113012676745,132.295953278725,0,0,0.00218073051214396
SUP 20/#101,38.587,-35.368,0,93 1.5(0.6)W0-2 + 1.5 S,0.703058067087633,0.0322509611683534,128.25257077024,0,0,0.00216514481880129
SUP 20/#101,38.587,-35.368,0,94 1.5(0.6)W90-1 + 1.5 S,0.0256461667892942,1.92958775735729,117.863900499313,0,0,-0.000712152670924687
SUP 20/#101,38.587,-35.368,0,95 1.5(0.6)W90-2 + 1.5 S,0.0429087194307372,1.92081999614293,117.401122044421,0,0,-0.000931365386138844
SUP 20/#101,38.587,-35.368,0,96 1.5(0.6)W180-1 + 1.5 S,-0.88680610939185,0.0206003344610506,131.620938348624,0,0,-0.00648423759645369
SUP 20/#101,38.587,-35.368,0,97 1.5(0.6)W180-2 + 1.5 S,-0.886640016512375,0.0200762528350022,126.61961564989,0,0,-0.00650282795596648
SUP 20/#101,38.587,-35.368,0,98 1.5(0.6)W270-1 + 1.5 S,0.032322796413994,-1.35383639335234,122.64400283064,0,0,-0.000398739886616388
SUP 20/#101,38.587,-35.368,0,99 1.5(0.6)W270-2 + 1.5 S,0.0400033342877204,-1.35175376509035,122.446411998193,0,0,-0.000526911083992228
SUP 24/#101,48,-35.368,0,1 (Final) STR1-1.35G,0.0202832391070486,-0.022754831643254,87.7681022120416,0,0,1.6467279908095e-05
SUP 24/#101,48,-35.368,0,2 (Final) STR3-1.353ξG+1.5Q+1.5RQ,0.0303246794447639,-0.0488591972991929,115.934198706541,0,0,2.25806297075985e-05
SUP 24/#101,48,-35.368,0,3 (Final) STR11.1-1.353ξG+1.5Q+1.5ψ0S+1.5ψ0W+EHFDir1+,0.868380200808959,0.146032660780991,132.719889572553,0,0,-1.70687292504387e-05
SUP 24/#101,48,-35.368,0,4 (Final) STR11.2-1.353ξG+1.5Q+1.5ψ0S+1.5ψ0W+EHFDir1+,0.866941474816576,0.180781473134526,129.126578314706,0,0,-1.83639169641268e-05
SUP 24/#101,48,-35.368,0,5 (Final) STR11.3-1.353ξG+1.5Q+1.5ψ0S+1.5ψ0W+EHFDir1+,0.886841080572606,0.427419664292668,121.564082875278,0,0,-2.59434757349125e-05
SUP 24/#101,48,-35.368,0,6 (Final) STR11.4-1.353ξG+1.5Q+1.5ψ0S+1.5ψ0W+EHFDir1+,0.885402354579869,0.46216847664693,117.970771617431,0,0,-2.72386634486076e-05
SUP 24/#101,48,-35.368,0,7 (Final) STR11.5-1.353ξG+1.5Q+1.5ψ0S+1.5ψ0W+EHFDir1+,0.775209464402093,0.35011251622775,122.446082735421,0,0,-1.9294271774997e-05
SUP 24/#101,48,-35.368,0,8 (Final) STR11.6-1.353ξG+1.5Q+1.5ψ0S+1.5ψ0W+EHFDir2+,0.0533032210832585,-1.18743311664967,118.953968642803,0,0,7.47574375599756e-06
SUP 24/#101,48,-35.368,0,9 (Final) STR11.7-1.353ξG+1.5Q+1.5ψ0S+1.5ψ0W+EHFDir2+,0.079187956010454,-1.03899443104301,118.007850291906,0,0,8.60265085429372e-06
SUP 24/#101,48,-35.368,0,10 (Final) STR11.8-1.353ξG+1.5Q+1.5ψ0S+1.5ψ0W+EHFDir2+,0.0785757953484626,-0.799606284744339,103.587338857417,0,0,-4.75277581155325e-06
SUP 24/#101,48,-35.368,0,11 (Final) STR11.9-1.353ξG+1.5Q+1.5ψ0S+1.5ψ0W+EHFDir2+,0.104460530275658,-0.651167599137688,102.641220506519,0,0,-3.62586871325706e-06
SUP 24/#101,48,-35.368,0,12 (Final) STR11.10-1.353ξG+1.5Q+1.5ψ0S+1.5ψ0W+EHFDir2+,0.0958994792656176,-0.71624504987244,108.830719110587,0,0,1.40404516061341e-06
SUP 24/#101,48,-35.368,0,13 (Final) STR11.11-1.353ξG+1.5Q+1.5ψ0S+1.5ψ0W+EHFDir1-,-1.10789279156178,0.154647980740557,122.939137839953,0,0,8.59338955821989e-05
SUP 24/#101,48,-35.368,0,14 (Final) STR11.12-1.353ξG+1.5Q+1.5ψ0S+1.5ψ0W+EHFDir1-,-1.10803150152502,0.170282045497551,121.233508970601,0,0,8.57913742858032e-05
SUP 24/#101,48,-35.368,0,15 (Final) STR11.13-1.353ξG+1.5Q+1.5ψ0S+1.5ψ0W+EHFDir1-,-1.08245121885155,0.542259843551609,107.572210262501,0,0,7.37095072569571e-05
SUP 24/#101,48,-35.368,0,16 (Final) STR11.14-1.353ξG+1.5Q+1.5ψ0S+1.5ψ0W+EHFDir1-,-1.08258992881479,0.557893908308601,105.866581393149,0,0,7.35669859605616e-05
SUP 24/#101,48,-35.368,0,17 (Final) STR11.15-1.353ξG+1.5Q+1.5ψ0S+1.5ψ0W+EHFDir1-,-0.948414469491845,0.401806221547248,111.998399436466,0,0,7.14159093668001e-05
SUP 24/#101,48,-35.368,0,18 (Final) STR11.16-1.353ξG+1.5Q+1.5ψ0S+1.5ψ0W+EHFDir2-,0.0787229029865673,0.428031048997864,126.706336599073,0,0,1.82561910372097e-05
SUP 24/#101,48,-35.368,0,19 (Final) STR11.17-1.353ξG+1.5Q+1.5ψ0S+1.5ψ0W+EHFDir2-,0.0892024740973659,0.393645417151032,125.468440810302,0,0,1.74123246771389e-05
SUP 24/#101,48,-35.368,0,20 (Final) STR11.18-1.353ξG+1.5Q+1.5ψ0S+1.5ψ0W+EHFDir2-,0.0971919345562797,0.709458343984661,115.550462847984,0,0,9.40410314677951e-06
SUP 24/#101,48,-35.368,0,21 (Final) STR11.19-1.353ξG+1.5Q+1.5ψ0S+1.5ψ0W+EHFDir2-,0.107671505505478,0.675072713472054,114.312567059172,0,0,8.56023678255665e-06
SUP 24/#101,48,-35.368,0,22 (Final) STR11.20-1.353ξG+1.5Q+1.5ψ0S+1.5ψ0W+EHFDir2-,0.0976872322601048,0.506742527826975,118.751527065986,0,0,1.19588930807124e-05
SUP 24/#101,48,-35.368,0,23 (Final) STR11.21-1.353ξG+1.5Q+1.5ψ0S+1.5ψ0W+EHFDir1+,0.878506841088944,0.138579687277352,148.288347233249,0,0,-1.78771310450722e-05
SUP 24/#101,48,-35.368,0,24 (Final) STR11.22-1.353ξG+1.5Q+1.5ψ0S+1.5ψ0W+EHFDir1+,0.877068115096561,0.173328499630887,144.695035975403,0,0,-1.91723187587604e-05
SUP 24/#101,48,-35.368,0,25 (Final) STR11.23-1.353ξG+1.5Q+1.5ψ0S+1.5ψ0W+EHFDir1+,0.896967720852591,0.419966690789029,137.132540535975,0,0,-2.6751877529546e-05
SUP 24/#101,48,-35.368,0,26 (Final) STR11.24-1.353ξG+1.5Q+1.5ψ0S+1.5ψ0W+EHFDir1+,0.895528994859854,0.45471550314329,133.539229278128,0,0,-2.80470652432412e-05
SUP 24/#101,48,-35.368,0,27 (Final) STR11.25-1.353ξG+1.5Q+1.5ψ0S+1.5ψ0W+EHFDir1+,0.785336104682078,0.34265954272411,138.014540396118,0,0,-2.01026735696305e-05
SUP 24/#101,48,-35.368,0,28 (Final) STR11.26-1.353ξG+1.5Q+1.5ψ0S+1.5ψ0W+EHFDir2+,0.05256748729913,-1.19430156481931,134.531373194586,0,0,7.47695680805743e-06
SUP 24/#101,48,-35.368,0,29 (Final) STR11.27-1.353ξG+1.5Q+1.5ψ0S+1.5ψ0W+EHFDir2+,0.0784522222263254,-1.04586287921265,133.585254843688,0,0,8.60386390635358e-06
SUP 24/#101,48,-35.368,0,30 (Final) STR11.28-1.353ξG+1.5Q+1.5ψ0S+1.5ψ0W+EHFDir2+,0.0778400615643341,-0.806474732913981,119.164743409199,0,0,-4.75156275949339e-06
SUP 24/#101,48,-35.368,0,31 (Final) STR11.29-1.353ξG+1.5Q+1.5ψ0S+1.5ψ0W+EHFDir2+,0.103724796491529,-0.65803604730733,118.218625058301,0,0,-3.6246556611972e-06
SUP 24/#101,48,-35.368,0,32 (Final) STR11.30-1.353ξG+1.5Q+1.5ψ0S+1.5ψ0W+EHFDir2+,0.0951637454814891,-0.723113498042083,124.408123662369,0,0,1.40525821267328e-06
SUP 24/#101,48,-35.368,0,33 (Final) STR11.31-1.353ξG+1.5Q+1.5ψ0S+1.5ψ0W+EHFDir1-,-1.11352251486954,0.155722822488039,138.529938799767,0,0,8.69731358527048e-05
